source	metaedge	target
Compound::DB00475	CrC	Compound::DB00404
Compound::DB00178	CrC	Compound::DB00731
Compound::DB00333	CrC	Compound::DB01069
Compound::DB00880	CrC	Compound::DB00606
Compound::DB00333	CrC	Compound::DB00496
Compound::DB01489	CrC	Compound::DB00231
Compound::DB00120	CrC	Compound::DB00182
Compound::DB00831	CrC	Compound::DB09003
Compound::DB01410	CrC	Compound::DB00769
Compound::DB01420	CrC	Compound::DB00351
Compound::DB00221	CrC	Compound::DB00368
Compound::DB00572	CrC	Compound::DB00747
Compound::DB00487	CrC	Compound::DB00817
Compound::DB06710	CrC	Compound::DB00603
Compound::DB00741	CrC	Compound::DB00378
Compound::DB00873	CrC	Compound::DB01013
Compound::DB01210	CrC	Compound::DB01001
Compound::DB01182	CrC	Compound::DB00647
Compound::DB06402	CrC	Compound::DB04911
Compound::DB00191	CrC	Compound::DB01364
Compound::DB00588	CrC	Compound::DB01384
Compound::DB00792	CrC	Compound::DB00924
Compound::DB01234	CrC	Compound::DB00596
Compound::DB00267	CrC	Compound::DB01112
Compound::DB00477	CrC	Compound::DB00679
Compound::DB08990	CrC	Compound::DB00865
Compound::DB00312	CrC	Compound::DB01352
Compound::DB01587	CrC	Compound::DB01544
Compound::DB01326	CrC	Compound::DB01140
Compound::DB01380	CrC	Compound::DB00959
Compound::DB00726	CrC	Compound::DB01071
Compound::DB01626	CrC	Compound::DB00865
Compound::DB00977	CrC	Compound::DB01406
Compound::DB00578	CrC	Compound::DB00301
Compound::DB00684	CrC	Compound::DB00798
Compound::DB00571	CrC	Compound::DB00243
Compound::DB00838	CrC	Compound::DB00764
Compound::DB01002	CrC	Compound::DB00297
Compound::DB00874	CrC	Compound::DB00856
Compound::DB00671	CrC	Compound::DB00355
Compound::DB00234	CrC	Compound::DB01075
Compound::DB00891	CrC	Compound::DB00554
Compound::DB06707	CrC	Compound::DB00368
Compound::DB00676	CrC	Compound::DB08981
Compound::DB00179	CrC	Compound::DB01288
Compound::DB01070	CrC	Compound::DB01436
Compound::DB01121	CrC	Compound::DB01053
Compound::DB00576	CrC	Compound::DB05245
Compound::DB01063	CrC	Compound::DB00243
Compound::DB06218	CrC	Compound::DB00182
Compound::DB01577	CrC	Compound::DB01364
Compound::DB01586	CrC	Compound::DB06777
Compound::DB01108	CrC	Compound::DB00621
Compound::DB00684	CrC	Compound::DB00479
Compound::DB00959	CrC	Compound::DB01222
Compound::DB01384	CrC	Compound::DB01130
Compound::DB00741	CrC	Compound::DB08905
Compound::DB08983	CrC	Compound::DB01011
Compound::DB00394	CrC	Compound::DB01260
Compound::DB00131	CrC	Compound::DB00242
Compound::DB01463	CrC	Compound::DB00752
Compound::DB00931	CrC	Compound::DB01301
Compound::DB01252	CrC	Compound::DB00473
Compound::DB00860	CrC	Compound::DB00620
Compound::DB00741	CrC	Compound::DB00240
Compound::DB00134	CrC	Compound::DB00155
Compound::DB00737	CrC	Compound::DB00568
Compound::DB00222	CrC	Compound::DB01016
Compound::DB00835	CrC	Compound::DB09020
Compound::DB01182	CrC	Compound::DB01136
Compound::DB00254	CrC	Compound::DB00618
Compound::DB00776	CrC	Compound::DB00458
Compound::DB00257	CrC	Compound::DB01501
Compound::DB00833	CrC	Compound::DB01061
Compound::DB01077	CrC	Compound::DB00630
Compound::DB00873	CrC	Compound::DB00620
Compound::DB00831	CrC	Compound::DB01246
Compound::DB00500	CrC	Compound::DB08981
Compound::DB00232	CrC	Compound::DB00606
Compound::DB00295	CrC	Compound::DB01192
Compound::DB00990	CrC	Compound::DB00655
Compound::DB00673	CrC	Compound::DB06717
Compound::DB06694	CrC	Compound::DB08803
Compound::DB00801	CrC	Compound::DB00628
Compound::DB01029	CrC	Compound::DB01342
Compound::DB00741	CrC	Compound::DB00860
Compound::DB01215	CrC	Compound::DB00829
Compound::DB00130	CrC	Compound::DB00151
Compound::DB00741	CrC	Compound::DB01380
Compound::DB00192	CrC	Compound::DB00289
Compound::DB01009	CrC	Compound::DB06802
Compound::DB00363	CrC	Compound::DB00349
Compound::DB01124	CrC	Compound::DB00672
Compound::DB01399	CrC	Compound::DB08797
Compound::DB06781	CrC	Compound::DB00591
Compound::DB00324	CrC	Compound::DB01260
Compound::DB01066	CrC	Compound::DB01332
Compound::DB06147	CrC	Compound::DB01581
Compound::DB00680	CrC	Compound::DB01621
Compound::DB01384	CrC	Compound::DB00873
Compound::DB00254	CrC	Compound::DB01017
Compound::DB00721	CrC	Compound::DB01233
Compound::DB00896	CrC	Compound::DB00769
Compound::DB08971	CrC	Compound::DB00663
Compound::DB01583	CrC	Compound::DB00451
Compound::DB00487	CrC	Compound::DB01044
Compound::DB06262	CrC	Compound::DB00988
Compound::DB06766	CrC	Compound::DB00455
Compound::DB00530	CrC	Compound::DB00317
Compound::DB06696	CrC	Compound::DB01421
Compound::DB00818	CrC	Compound::DB06716
Compound::DB00543	CrC	Compound::DB00842
Compound::DB00984	CrC	Compound::DB00624
Compound::DB08990	CrC	Compound::DB01227
Compound::DB00283	CrC	Compound::DB09002
Compound::DB00683	CrC	Compound::DB00546
Compound::DB01146	CrC	Compound::DB04843
Compound::DB00706	CrC	Compound::DB01136
Compound::DB00234	CrC	Compound::DB00946
Compound::DB00535	CrC	Compound::DB01066
Compound::DB00731	CrC	Compound::DB00182
Compound::DB00250	CrC	Compound::DB01015
Compound::DB00267	CrC	Compound::DB00923
Compound::DB01420	CrC	Compound::DB00873
Compound::DB00408	CrC	Compound::DB00434
Compound::DB01250	CrC	Compound::DB00795
Compound::DB00149	CrC	Compound::DB00167
Compound::DB00578	CrC	Compound::DB00417
Compound::DB00674	CrC	Compound::DB00956
Compound::DB04843	CrC	Compound::DB01176
Compound::DB00231	CrC	Compound::DB00801
Compound::DB00618	CrC	Compound::DB00931
Compound::DB00945	CrC	Compound::DB00784
Compound::DB00333	CrC	Compound::DB00771
Compound::DB01069	CrC	Compound::DB01239
Compound::DB00240	CrC	Compound::DB00596
Compound::DB00381	CrC	Compound::DB01115
Compound::DB00524	CrC	Compound::DB00880
Compound::DB00117	CrC	Compound::DB00151
Compound::DB01240	CrC	Compound::DB01160
Compound::DB00552	CrC	Compound::DB00432
Compound::DB00216	CrC	Compound::DB01228
Compound::DB01075	CrC	Compound::DB00809
Compound::DB00327	CrC	Compound::DB00844
Compound::DB00780	CrC	Compound::DB00120
Compound::DB00370	CrC	Compound::DB01619
Compound::DB01148	CrC	Compound::DB01231
Compound::DB01396	CrC	Compound::DB01078
Compound::DB00179	CrC	Compound::DB01102
Compound::DB06694	CrC	Compound::DB00935
Compound::DB00831	CrC	Compound::DB00679
Compound::DB01248	CrC	Compound::DB01229
Compound::DB00547	CrC	Compound::DB00860
Compound::DB00734	CrC	Compound::DB04946
Compound::DB01255	CrC	Compound::DB00182
Compound::DB00877	CrC	Compound::DB06287
Compound::DB00579	CrC	Compound::DB00310
Compound::DB01576	CrC	Compound::DB01037
Compound::DB01466	CrC	Compound::DB00295
Compound::DB06218	CrC	Compound::DB00191
Compound::DB00321	CrC	Compound::DB01069
Compound::DB00891	CrC	Compound::DB00259
Compound::DB01622	CrC	Compound::DB00433
Compound::DB08801	CrC	Compound::DB00366
Compound::DB01149	CrC	Compound::DB00737
Compound::DB00634	CrC	Compound::DB01015
Compound::DB00741	CrC	Compound::DB00421
Compound::DB00333	CrC	Compound::DB01501
Compound::DB01567	CrC	Compound::DB01589
Compound::DB08996	CrC	Compound::DB00477
Compound::DB00918	CrC	Compound::DB00953
Compound::DB00571	CrC	Compound::DB00612
Compound::DB00429	CrC	Compound::DB01160
Compound::DB00231	CrC	Compound::DB00546
Compound::DB00896	CrC	Compound::DB00253
Compound::DB00243	CrC	Compound::DB01136
Compound::DB01296	CrC	Compound::DB00640
Compound::DB00854	CrC	Compound::DB01209
Compound::DB04838	CrC	Compound::DB06701
Compound::DB00788	CrC	Compound::DB01050
Compound::DB08936	CrC	Compound::DB00341
Compound::DB01326	CrC	Compound::DB01150
Compound::DB01189	CrC	Compound::DB00228
Compound::DB01215	CrC	Compound::DB01589
Compound::DB00540	CrC	Compound::DB00924
Compound::DB00576	CrC	Compound::DB06729
Compound::DB00860	CrC	Compound::DB00959
Compound::DB01154	CrC	Compound::DB00418
Compound::DB06590	CrC	Compound::DB01413
Compound::DB00678	CrC	Compound::DB01029
Compound::DB00689	CrC	Compound::DB01139
Compound::DB00780	CrC	Compound::DB08924
Compound::DB00894	CrC	Compound::DB01234
Compound::DB00928	CrC	Compound::DB00242
Compound::DB06781	CrC	Compound::DB00547
Compound::DB00850	CrC	Compound::DB00875
Compound::DB00891	CrC	Compound::DB00263
Compound::DB01089	CrC	Compound::DB00206
Compound::DB01215	CrC	Compound::DB00842
Compound::DB00474	CrC	Compound::DB01154
Compound::DB01214	CrC	Compound::DB00264
Compound::DB01063	CrC	Compound::DB00557
Compound::DB00750	CrC	Compound::DB01056
Compound::DB00831	CrC	Compound::DB01069
Compound::DB00267	CrC	Compound::DB01139
Compound::DB00394	CrC	Compound::DB00288
Compound::DB00575	CrC	Compound::DB00697
Compound::DB01062	CrC	Compound::DB00387
Compound::DB00415	CrC	Compound::DB00607
Compound::DB00683	CrC	Compound::DB01587
Compound::DB08936	CrC	Compound::DB08954
Compound::DB01121	CrC	Compound::DB00797
Compound::DB00737	CrC	Compound::DB04841
Compound::DB00777	CrC	Compound::DB00433
Compound::DB00465	CrC	Compound::DB08981
Compound::DB01091	CrC	Compound::DB08903
Compound::DB00852	CrC	Compound::DB00610
Compound::DB00481	CrC	Compound::DB00645
Compound::DB00792	CrC	Compound::DB01173
Compound::DB01147	CrC	Compound::DB00739
Compound::DB00174	CrC	Compound::DB00149
Compound::DB00978	CrC	Compound::DB01137
Compound::DB01624	CrC	Compound::DB00408
Compound::DB01595	CrC	Compound::DB00829
Compound::DB00967	CrC	Compound::DB00719
Compound::DB01621	CrC	Compound::DB01242
Compound::DB00242	CrC	Compound::DB00249
Compound::DB01274	CrC	Compound::DB01288
Compound::DB01595	CrC	Compound::DB01219
Compound::DB01301	CrC	Compound::DB01017
Compound::DB00253	CrC	Compound::DB00603
Compound::DB00963	CrC	Compound::DB00500
Compound::DB00894	CrC	Compound::DB06710
Compound::DB00392	CrC	Compound::DB01063
Compound::DB00216	CrC	Compound::DB00952
Compound::DB00300	CrC	Compound::DB00640
Compound::DB00250	CrC	Compound::DB06150
Compound::DB01242	CrC	Compound::DB09000
Compound::DB01437	CrC	Compound::DB00849
Compound::DB01589	CrC	Compound::DB01588
Compound::DB01628	CrC	Compound::DB08828
Compound::DB00973	CrC	Compound::DB01100
Compound::DB00852	CrC	Compound::DB08941
Compound::DB00571	CrC	Compound::DB06711
Compound::DB01146	CrC	Compound::DB09002
Compound::DB00392	CrC	Compound::DB00902
Compound::DB01626	CrC	Compound::DB00797
Compound::DB00442	CrC	Compound::DB01262
Compound::DB00872	CrC	Compound::DB08827
Compound::DB01489	CrC	Compound::DB00897
Compound::DB01489	CrC	Compound::DB01587
Compound::DB00256	CrC	Compound::DB00453
Compound::DB00571	CrC	Compound::DB00187
Compound::DB01333	CrC	Compound::DB00456
Compound::DB01602	CrC	Compound::DB00417
Compound::DB00748	CrC	Compound::DB01620
Compound::DB00284	CrC	Compound::DB00452
Compound::DB00923	CrC	Compound::DB00493
Compound::DB00783	CrC	Compound::DB04574
Compound::DB05245	CrC	Compound::DB00664
Compound::DB01075	CrC	Compound::DB04794
Compound::DB00354	CrC	Compound::DB00950
Compound::DB01400	CrC	Compound::DB00989
Compound::DB00136	CrC	Compound::DB00146
Compound::DB00776	CrC	Compound::DB00349
Compound::DB00591	CrC	Compound::DB01260
Compound::DB06710	CrC	Compound::DB01406
Compound::DB00173	CrC	Compound::DB00993
Compound::DB00131	CrC	Compound::DB00811
Compound::DB00321	CrC	Compound::DB00768
Compound::DB01091	CrC	Compound::DB00525
Compound::DB00179	CrC	Compound::DB01235
Compound::DB00966	CrC	Compound::DB00275
Compound::DB00333	CrC	Compound::DB08944
Compound::DB08970	CrC	Compound::DB00547
Compound::DB00709	CrC	Compound::DB01262
Compound::DB00231	CrC	Compound::DB01544
Compound::DB00334	CrC	Compound::DB01084
Compound::DB08798	CrC	Compound::DB00263
Compound::DB00813	CrC	Compound::DB01075
Compound::DB01047	CrC	Compound::DB00180
Compound::DB00537	CrC	Compound::DB01044
Compound::DB01466	CrC	Compound::DB00956
Compound::DB00133	CrC	Compound::DB00145
Compound::DB00254	CrC	Compound::DB00560
Compound::DB01237	CrC	Compound::DB00366
Compound::DB00675	CrC	Compound::DB00865
Compound::DB04575	CrC	Compound::DB01196
Compound::DB00403	CrC	Compound::DB00050
Compound::DB08996	CrC	Compound::DB08801
Compound::DB06781	CrC	Compound::DB08906
Compound::DB01326	CrC	Compound::DB00430
Compound::DB00374	CrC	Compound::DB01203
Compound::DB01295	CrC	Compound::DB00264
Compound::DB00312	CrC	Compound::DB01354
Compound::DB00333	CrC	Compound::DB01231
Compound::DB01329	CrC	Compound::DB01328
Compound::DB00586	CrC	Compound::DB01018
Compound::DB01433	CrC	Compound::DB00865
Compound::DB00831	CrC	Compound::DB00408
Compound::DB00781	CrC	Compound::DB00104
Compound::DB00279	CrC	Compound::DB00135
Compound::DB00240	CrC	Compound::DB00873
Compound::DB00171	CrC	Compound::DB01280
Compound::DB08957	CrC	Compound::DB01102
Compound::DB00896	CrC	Compound::DB00873
Compound::DB08979	CrC	Compound::DB00913
Compound::DB08970	CrC	Compound::DB00324
Compound::DB01146	CrC	Compound::DB00245
Compound::DB06151	CrC	Compound::DB06775
Compound::DB08996	CrC	Compound::DB00366
Compound::DB01511	CrC	Compound::DB01544
Compound::DB00195	CrC	Compound::DB00335
Compound::DB00748	CrC	Compound::DB01173
Compound::DB00704	CrC	Compound::DB00844
Compound::DB00316	CrC	Compound::DB00765
Compound::DB00991	CrC	Compound::DB01182
Compound::DB00250	CrC	Compound::DB06795
Compound::DB00306	CrC	Compound::DB01174
Compound::DB01601	CrC	Compound::DB01072
Compound::DB00850	CrC	Compound::DB00656
Compound::DB00634	CrC	Compound::DB01086
Compound::DB00639	CrC	Compound::DB08943
Compound::DB06150	CrC	Compound::DB00664
Compound::DB08994	CrC	Compound::DB01616
Compound::DB00394	CrC	Compound::DB00240
Compound::DB01582	CrC	Compound::DB00664
Compound::DB00748	CrC	Compound::DB00835
Compound::DB00513	CrC	Compound::DB00166
Compound::DB00396	CrC	Compound::DB00603
Compound::DB00502	CrC	Compound::DB00341
Compound::DB00754	CrC	Compound::DB01174
Compound::DB01165	CrC	Compound::DB01137
Compound::DB00745	CrC	Compound::DB00568
Compound::DB01608	CrC	Compound::DB01184
Compound::DB00858	CrC	Compound::DB01586
Compound::DB01173	CrC	Compound::DB00647
Compound::DB00644	CrC	Compound::DB00666
Compound::DB00571	CrC	Compound::DB00192
Compound::DB00687	CrC	Compound::DB00846
Compound::DB01410	CrC	Compound::DB01013
Compound::DB01121	CrC	Compound::DB02546
Compound::DB01428	CrC	Compound::DB00598
Compound::DB00680	CrC	Compound::DB00679
Compound::DB00844	CrC	Compound::DB06800
Compound::DB00219	CrC	Compound::DB01062
Compound::DB01550	CrC	Compound::DB01121
Compound::DB01185	CrC	Compound::DB01380
Compound::DB01061	CrC	Compound::DB00415
Compound::DB00832	CrC	Compound::DB05246
Compound::DB00685	CrC	Compound::DB00978
Compound::DB00324	CrC	Compound::DB01222
Compound::DB00838	CrC	Compound::DB00596
Compound::DB00672	CrC	Compound::DB01067
Compound::DB00547	CrC	Compound::DB00596
Compound::DB01035	CrC	Compound::DB01268
Compound::DB01604	CrC	Compound::DB01602
Compound::DB01297	CrC	Compound::DB00316
Compound::DB01154	CrC	Compound::DB00306
Compound::DB01064	CrC	Compound::DB01235
Compound::DB00540	CrC	Compound::DB01619
Compound::DB00552	CrC	Compound::DB01262
Compound::DB01168	CrC	Compound::DB01050
Compound::DB00959	CrC	Compound::DB00324
Compound::DB00562	CrC	Compound::DB00880
Compound::DB09000	CrC	Compound::DB01614
Compound::DB01621	CrC	Compound::DB00933
Compound::DB00434	CrC	Compound::DB00340
Compound::DB00731	CrC	Compound::DB06218
Compound::DB06696	CrC	Compound::DB00798
Compound::DB00408	CrC	Compound::DB00433
Compound::DB00474	CrC	Compound::DB00849
Compound::DB01425	CrC	Compound::DB00409
Compound::DB04837	CrC	Compound::DB00647
Compound::DB00468	CrC	Compound::DB01346
Compound::DB01399	CrC	Compound::DB01397
Compound::DB00253	CrC	Compound::DB00351
Compound::DB01489	CrC	Compound::DB01567
Compound::DB00217	CrC	Compound::DB01037
Compound::DB01553	CrC	Compound::DB00897
Compound::DB00839	CrC	Compound::DB01120
Compound::DB00581	CrC	Compound::DB01421
Compound::DB01173	CrC	Compound::DB00458
Compound::DB00578	CrC	Compound::DB01147
Compound::DB01064	CrC	Compound::DB00368
Compound::DB00729	CrC	Compound::DB00676
Compound::DB01121	CrC	Compound::DB01365
Compound::DB00891	CrC	Compound::DB05245
Compound::DB01066	CrC	Compound::DB01416
Compound::DB00576	CrC	Compound::DB00891
Compound::DB01594	CrC	Compound::DB00801
Compound::DB00914	CrC	Compound::DB00182
Compound::DB00513	CrC	Compound::DB00123
Compound::DB00128	CrC	Compound::DB00149
Compound::DB06147	CrC	Compound::DB05245
Compound::DB00571	CrC	Compound::DB01210
Compound::DB00783	CrC	Compound::DB00655
Compound::DB01452	CrC	Compound::DB01551
Compound::DB00846	CrC	Compound::DB00603
Compound::DB01146	CrC	Compound::DB00561
Compound::DB01420	CrC	Compound::DB09015
Compound::DB00116	CrC	Compound::DB00293
Compound::DB00960	CrC	Compound::DB00264
Compound::DB00242	CrC	Compound::DB00640
Compound::DB00968	CrC	Compound::DB00988
Compound::DB01600	CrC	Compound::DB00712
Compound::DB01622	CrC	Compound::DB01071
Compound::DB00383	CrC	Compound::DB00473
Compound::DB00233	CrC	Compound::DB01235
Compound::DB00252	CrC	Compound::DB00849
Compound::DB06730	CrC	Compound::DB00957
Compound::DB00945	CrC	Compound::DB00507
Compound::DB00942	CrC	Compound::DB00383
Compound::DB08996	CrC	Compound::DB00924
Compound::DB00938	CrC	Compound::DB00598
Compound::DB01147	CrC	Compound::DB00713
Compound::DB00535	CrC	Compound::DB00456
Compound::DB01291	CrC	Compound::DB00668
Compound::DB01559	CrC	Compound::DB01588
Compound::DB01545	CrC	Compound::DB01589
Compound::DB00233	CrC	Compound::DB00861
Compound::DB06594	CrC	Compound::DB00328
Compound::DB00477	CrC	Compound::DB01246
Compound::DB01601	CrC	Compound::DB01232
Compound::DB00576	CrC	Compound::DB00634
Compound::DB00256	CrC	Compound::DB01017
Compound::DB00634	CrC	Compound::DB06147
Compound::DB01403	CrC	Compound::DB00433
Compound::DB01489	CrC	Compound::DB00683
Compound::DB08799	CrC	Compound::DB00692
Compound::DB00151	CrC	Compound::DB00128
Compound::DB00758	CrC	Compound::DB06209
Compound::DB01161	CrC	Compound::DB09018
Compound::DB00436	CrC	Compound::DB00606
Compound::DB01215	CrC	Compound::DB00628
Compound::DB00535	CrC	Compound::DB00438
Compound::DB01357	CrC	Compound::DB00304
Compound::DB01501	CrC	Compound::DB01138
Compound::DB00423	CrC	Compound::DB00866
Compound::DB00500	CrC	Compound::DB00328
Compound::DB01000	CrC	Compound::DB00415
Compound::DB01150	CrC	Compound::DB01139
Compound::DB01626	CrC	Compound::DB01365
Compound::DB00396	CrC	Compound::DB00894
Compound::DB01246	CrC	Compound::DB01063
Compound::DB01321	CrC	Compound::DB00954
Compound::DB01608	CrC	Compound::DB09000
Compound::DB00275	CrC	Compound::DB01349
Compound::DB01157	CrC	Compound::DB00440
Compound::DB00918	CrC	Compound::DB00669
Compound::DB04837	CrC	Compound::DB08996
Compound::DB08797	CrC	Compound::DB00244
Compound::DB01625	CrC	Compound::DB00333
Compound::DB00336	CrC	Compound::DB00698
Compound::DB00253	CrC	Compound::DB00324
Compound::DB01100	CrC	Compound::DB01184
Compound::DB01061	CrC	Compound::DB08795
Compound::DB01063	CrC	Compound::DB00623
Compound::DB01352	CrC	Compound::DB00418
Compound::DB01607	CrC	Compound::DB00415
Compound::DB00477	CrC	Compound::DB09000
Compound::DB01622	CrC	Compound::DB08802
Compound::DB00280	CrC	Compound::DB08801
Compound::DB01023	CrC	Compound::DB00622
Compound::DB00745	CrC	Compound::DB01173
Compound::DB01176	CrC	Compound::DB00340
Compound::DB00252	CrC	Compound::DB00498
Compound::DB00689	CrC	Compound::DB00267
Compound::DB01162	CrC	Compound::DB00457
Compound::DB08866	CrC	Compound::DB00783
Compound::DB00517	CrC	Compound::DB00313
Compound::DB00745	CrC	Compound::DB00676
Compound::DB01403	CrC	Compound::DB00831
Compound::DB08936	CrC	Compound::DB00568
Compound::DB00781	CrC	Compound::DB01282
Compound::DB00839	CrC	Compound::DB00672
Compound::DB00131	CrC	Compound::DB06213
Compound::DB00679	CrC	Compound::DB01228
Compound::DB00721	CrC	Compound::DB00345
Compound::DB00978	CrC	Compound::DB00537
Compound::DB08954	CrC	Compound::DB01244
Compound::DB00543	CrC	Compound::DB00829
Compound::DB04570	CrC	Compound::DB01140
Compound::DB08971	CrC	Compound::DB01047
Compound::DB00408	CrC	Compound::DB00656
Compound::DB01608	CrC	Compound::DB00392
Compound::DB00404	CrC	Compound::DB00897
Compound::DB00133	CrC	Compound::DB00123
Compound::DB01211	CrC	Compound::DB00954
Compound::DB00670	CrC	Compound::DB00363
Compound::DB00835	CrC	Compound::DB01173
Compound::DB01064	CrC	Compound::DB00988
Compound::DB01615	CrC	Compound::DB08967
Compound::DB01067	CrC	Compound::DB00222
Compound::DB05246	CrC	Compound::DB00349
Compound::DB00359	CrC	Compound::DB06150
Compound::DB00969	CrC	Compound::DB00904
Compound::DB01414	CrC	Compound::DB01331
Compound::DB01395	CrC	Compound::DB00894
Compound::DB00896	CrC	Compound::DB01384
Compound::DB00259	CrC	Compound::DB06795
Compound::DB00808	CrC	Compound::DB00776
Compound::DB06708	CrC	Compound::DB01218
Compound::DB00179	CrC	Compound::DB01064
Compound::DB00243	CrC	Compound::DB00296
Compound::DB00870	CrC	Compound::DB01423
Compound::DB01012	CrC	Compound::DB00476
Compound::DB01626	CrC	Compound::DB01577
Compound::DB00651	CrC	Compound::DB00201
Compound::DB01183	CrC	Compound::DB00295
Compound::DB00576	CrC	Compound::DB06147
Compound::DB00223	CrC	Compound::DB00663
Compound::DB00252	CrC	Compound::DB00865
Compound::DB00354	CrC	Compound::DB04841
Compound::DB00546	CrC	Compound::DB00690
Compound::DB00835	CrC	Compound::DB04890
Compound::DB01063	CrC	Compound::DB00933
Compound::DB01384	CrC	Compound::DB00240
Compound::DB01624	CrC	Compound::DB00875
Compound::DB00168	CrC	Compound::DB00881
Compound::DB01081	CrC	Compound::DB00496
Compound::DB01274	CrC	Compound::DB00867
Compound::DB00610	CrC	Compound::DB01010
Compound::DB01298	CrC	Compound::DB06147
Compound::DB01327	CrC	Compound::DB00430
Compound::DB00136	CrC	Compound::DB02300
Compound::DB08994	CrC	Compound::DB00865
Compound::DB00575	CrC	Compound::DB00586
Compound::DB00151	CrC	Compound::DB00123
Compound::DB00474	CrC	Compound::DB00237
Compound::DB01136	CrC	Compound::DB08807
Compound::DB01061	CrC	Compound::DB00739
Compound::DB01567	CrC	Compound::DB01511
Compound::DB00635	CrC	Compound::DB00547
Compound::DB00706	CrC	Compound::DB00887
Compound::DB08976	CrC	Compound::DB04552
Compound::DB00678	CrC	Compound::DB00796
Compound::DB00192	CrC	Compound::DB00344
Compound::DB00370	CrC	Compound::DB00902
Compound::DB01291	CrC	Compound::DB01001
Compound::DB01042	CrC	Compound::DB00291
Compound::DB00968	CrC	Compound::DB01064
Compound::DB01140	CrC	Compound::DB00923
Compound::DB00864	CrC	Compound::DB06287
Compound::DB00865	CrC	Compound::DB00925
Compound::DB00250	CrC	Compound::DB00359
Compound::DB00902	CrC	Compound::DB00458
Compound::DB01622	CrC	Compound::DB00392
Compound::DB01624	CrC	Compound::DB00656
Compound::DB01017	CrC	Compound::DB00595
Compound::DB00860	CrC	Compound::DB00223
Compound::DB01622	CrC	Compound::DB00477
Compound::DB00519	CrC	Compound::DB00178
Compound::DB00719	CrC	Compound::DB00920
Compound::DB00833	CrC	Compound::DB01333
Compound::DB04890	CrC	Compound::DB01184
Compound::DB08971	CrC	Compound::DB08906
Compound::DB01233	CrC	Compound::DB00604
Compound::DB00624	CrC	Compound::DB05812
Compound::DB00682	CrC	Compound::DB00266
Compound::DB00566	CrC	Compound::DB00128
Compound::DB01153	CrC	Compound::DB01110
Compound::DB01466	CrC	Compound::DB00674
Compound::DB01239	CrC	Compound::DB00829
Compound::DB00568	CrC	Compound::DB01138
Compound::DB01338	CrC	Compound::DB01337
Compound::DB00852	CrC	Compound::DB01577
Compound::DB01622	CrC	Compound::DB01224
Compound::DB08905	CrC	Compound::DB06710
Compound::DB00687	CrC	Compound::DB01420
Compound::DB01075	CrC	Compound::DB01246
Compound::DB00591	CrC	Compound::DB00596
Compound::DB01420	CrC	Compound::DB01380
Compound::DB01173	CrC	Compound::DB00985
Compound::DB00537	CrC	Compound::DB00467
Compound::DB04843	CrC	Compound::DB01227
Compound::DB00891	CrC	Compound::DB01299
Compound::DB01047	CrC	Compound::DB00591
Compound::DB01239	CrC	Compound::DB08801
Compound::DB00245	CrC	Compound::DB00985
Compound::DB00267	CrC	Compound::DB01413
Compound::DB08998	CrC	Compound::DB00289
Compound::DB01403	CrC	Compound::DB01063
Compound::DB00892	CrC	Compound::DB01035
Compound::DB01624	CrC	Compound::DB00477
Compound::DB01146	CrC	Compound::DB00676
Compound::DB00288	CrC	Compound::DB00588
Compound::DB00117	CrC	Compound::DB00133
Compound::DB00600	CrC	Compound::DB00472
Compound::DB01428	CrC	Compound::DB08981
Compound::DB01319	CrC	Compound::DB01264
Compound::DB00902	CrC	Compound::DB06148
Compound::DB00588	CrC	Compound::DB00324
Compound::DB00187	CrC	Compound::DB01050
Compound::DB01232	CrC	Compound::DB00224
Compound::DB00719	CrC	Compound::DB01151
Compound::DB00684	CrC	Compound::DB01172
Compound::DB00317	CrC	Compound::DB06616
Compound::DB01357	CrC	Compound::DB01196
Compound::DB00725	CrC	Compound::DB00462
Compound::DB00317	CrC	Compound::DB01259
Compound::DB00240	CrC	Compound::DB01410
Compound::DB01075	CrC	Compound::DB01142
Compound::DB00642	CrC	Compound::DB00650
Compound::DB00829	CrC	Compound::DB00628
Compound::DB00564	CrC	Compound::DB06802
Compound::DB00994	CrC	Compound::DB01172
Compound::DB00654	CrC	Compound::DB01088
Compound::DB00990	CrC	Compound::DB00873
Compound::DB00838	CrC	Compound::DB00663
Compound::DB01489	CrC	Compound::DB00628
Compound::DB01622	CrC	Compound::DB00850
Compound::DB00155	CrC	Compound::DB00128
Compound::DB01399	CrC	Compound::DB00939
Compound::DB00737	CrC	Compound::DB09002
Compound::DB00190	CrC	Compound::DB00368
Compound::DB00655	CrC	Compound::DB02187
Compound::DB09002	CrC	Compound::DB00341
Compound::DB04837	CrC	Compound::DB01616
Compound::DB00833	CrC	Compound::DB00948
Compound::DB00182	CrC	Compound::DB06770
Compound::DB00797	CrC	Compound::DB08803
Compound::DB00573	CrC	Compound::DB01399
Compound::DB00737	CrC	Compound::DB01176
Compound::DB00894	CrC	Compound::DB00635
Compound::DB00239	CrC	Compound::DB01007
Compound::DB00725	CrC	Compound::DB00747
Compound::DB00412	CrC	Compound::DB08800
Compound::DB00676	CrC	Compound::DB01176
Compound::DB00252	CrC	Compound::DB01174
Compound::DB00676	CrC	Compound::DB06770
Compound::DB01242	CrC	Compound::DB01614
Compound::DB08798	CrC	Compound::DB06147
Compound::DB00829	CrC	Compound::DB00776
Compound::DB00656	CrC	Compound::DB00623
